duh,aduh
duhhh,duh
nyo,nya
nyoblos,mencoblos
nyoh,nih
duluan,lebih dulu
nyokap,ibu
k,k
nyolot,solot
nyolong,mencuri
nyontek,menyontek
dumbception,dumb ception
dunk,dong
dunn,dong
dunningkrugereffect,dunning kruger effect
nyuk,kunyuk
dunyo,dunia
nyumbang,menyumbang
nyundul,menyundul
durung,belum
nyusul,menyusul
nyusup,menyusup
dy,dia
dya,dia
oalah,alah
dzalim,zalim
oborrakyat,obor rakyat
obrak,ubrak
obrolanekz,obrolan
dzolimi,dizalimi
eaa,eak
eaakkk,eak
ogaaaah,tidak mau
eanjink,eh anjing
ogah,tidak mau
ebonger,cebonger
ebonk,kecebong
ohh,oh
ohhhhh,oh
ohiya,oh iya
ech,eh
ohhh,oh
oiya,oh iya
edan,gila
ok,oke
okb,orang kaya baru
okeh,oke
ee,tai
eeee,eh
okut,ogan komering ulu timur
eeemelawan,eh melawan
eeh,eh
olh,oleh
eek,tai
eet,eh
ombusman,ombudsman
omdo,bicara saja
efec,efek
omg,oh my god
omputeh,orang putih
omsetnya,omzetnya
ehat,eh
ehe,eh
onta,unta
oo,oh
ehh,eh
oom,om
oon,beloon
ehhh,eh
oooh,oh
oooo,oh
ekosistim,ekosistem
opm,organisasi papua merdeka
ekstrim,ekstrem
uhuk,maaf
ektp,elektonik kartu tanda penduduk
oprohingya,op rohingya
elah,alah
elaj,alah
or,orang
ora,tidak
oraang,orang
elekku,jelekku
orangg,orang
elit,elite
elo,kamu
orba,orde baru
org,orang
elu,kamu
ori,orisinal
orla,orde lama
ormas,organisasi masyarakat
orng,orang
emang,memang
emangnya,memangnya
emank,memang
ortodox,ortodoks
ortu,orang tua
ortunya,orang tuanya
otakny,otaknya
emg,memang
emggak,tidak
otong,titit
otaknye,otaknya
otw,on the way
emng,memang
emyu,manchester united
oxigen,oksigen
pa,pak
endasmu,kepala kamu
ending,akhir
endingnya,akhirnya
endog,telur
paan,apaan
engga,tidak
enggak,tidak
engkau,kamu
enjing,anjing
baguslah,bagus
pade,pakde
ente,kamu
entar,nanti
paek,dekat
eps,episode
eqch,each
pake,pakai
pakek,pakai
esdm,energi dan sumber daya mineral
eslam,islam
pala,kepala
palabuhanratu,pelabuhan ratu
esok,besok
palagi,apalagi
palestin,palestina
eue,ngewe
palestine,palestina
palibg,paling
euy,oi
pan,kapan
everythings,segalanya
ew,ngewe
ewe,ngewe
ewean,ngewe
ewek,ngewe
exis,eksis
pansus,panitia khusus
pantes,pantas
pantesan,pantas saja
panteslah,pantaslah
exorcism,eksorsisme
exorcist,eksorsisme
papah,bapak
extra,ekstra
extrimis,ekstremis
parlimen,parlemen
parpol,partai politik
facupfinal,fa cup final
parpolnya,partai politiknya
faggs,faggot
faham,paham
parti,party
parte,partai
fait,faith
paslon,pasangan calon
ngeklaim,klaim
fakuy,fuck you
pastiin,pastikan
pastu,pasti
ngebuat,buat
patriotis,patriotik
fans,fan
fansnya,fansnya
fantasan,pantas saja
farhatabbaslaw,farhat abbas law
pbwibowo,pb wibowo
pd,pada
pda,pada
fb,facebook
fc,fuck
pdhal,padahal
fck,fuck
pdhl,padahal
fcking,fuck
pdip,partai demokrasi indonesia perjuangan
pdi,partai demokrasi indonesia
fckk,fuck
pdiperjuanganmenang,partai demokrasi indonesia perjuangan menang
feb,februari
pdtt,pembangunan daerah tertinggal dan transmigrasi
fekaes,partai keadilan sejahtera
pea,peang
pecinta,pencinta
fi,di
pecus,becus
fifis,pipis
fikir,pikir
peepanjang,perpanjang
filaafat,filsafat
pegi,pergi
pegimana,bagaimana
pekaes,partai keadilan sejahtera
pekok,bodoh
finta,pinta
pelakor,perebut pria orang
pelanggaan,pelanggan
fitn,fit
fiykum,fiikum
pelcija,persija
pelidung,pelindung
fkl,forum konservasi leuser
pelototin,pelototi
pem,protein energy malnutrition
pemaen,pemain
fmi,federasi mountaineering indonesia
pembawah,pembawa
followers,pengikut
pembrontakan,pemberontakan
pemda,pemerintah daerah
beginian,begini
pemerinth,pemerintah
pemghuni,penghuni
forikan,forum peningkatan konsumsi ikan nasional
pemilu,pemilihan umum
pemimpim,pemimpin
pemimpindarimasjid,pemimpin dari masjid
pemimpinkafir,pemimpin kafir
fpi,front pembela islam
pemkot,pemerintah kota
fpie,front pembela islam
pemkab,pemerintah kabupaten
pemprov,pemerintah provinsi
freemasonry,freemason
v,v
pendajal,perusak
pendemo,pedemo
frepot,freeport
pendrive,penyetir
penegakkan,penegakan
penfitnah,pemfitnah
fucc,fuck
fucked,fuck
fucker,fuck
fuckers,fuck
pengen,ingin
fucking,fuck
penggallah,penggalah
penghianat,pengkhianat
t,t
penghiyanat,pengkhianat
fuckry,fuck
penghianatan,pengkhianatan
pengidola,penggemar
pengin,ingin
fuhhh,uh
fui,huh
fuih,huh
pengkhianat,penghianat
penjajh,penjajah
fuuuuuuuuuuuuccccckkkk,fuck
fyi,for your information
g,tidak
ga,tidak
gaada,tidak ada
peramg,perang
perancis,prancis
gabener,tidak benar
gabenernya,tidak benarnya
gaberani,tidak berani
gaboleh,tidak boleh
gabut,kurang kerjaan
gada,tidak ada
gaes,guys
perempuanmuliadenganislam,perempuan mulia dengan islam
gafatar,gerakan fajar nusantara
perindo,partai persatuan indonesia
peristiw,peristiwa
perjinahan,perzinaan
gajelas,tidak jelas
perkerja,pekerja
gajetot,tidak jelas ngentot
gak,tidak
gakan,tidak akan
gakmau,tidak mau
perosak,perusak
perppu,peraturan pemerintah pengganti undang undang
gakusah,tidak usah
perpu,peraturan pemerintah pengganti undang undang
persentasikan,presentasikan
gamau,tidak mau
gampang,mudah
pertikai,pertikaian
gan,juragan
pertiwa,peristiwa
gangerti,tidak mengerti
perutmya,perutnya
perutnye,perutnya
perzinahan,perzinaan
petamina,pertamina
melipir,melebihi
pete,petai
petromax,petromaks
gantipresiden,ganti presiden
gantipreside,ganti presiden
gantipresidenyuk,ganti presiden yuk
gantle,gentle
ganyangmalaysia,ganyang malaysia
gapaham,tidak paham
gapain,apa
gapapa,tidak apa apa
philipina,filipina
gapernah,tidak pernah
picek,picek
gapunya,tidak punya
garem,garam
pilem,film
pilgub,pilihan gubernur
gasii,tidak sih
gass,gas
performancenya,performa
gasuka,tidak suka
gatau,tidak tahu
gatsu,gatot subroto
pilkada,pilihan kepala daerah
gausa,tidak usah
gausah,tidak usah
gawe,kerja
gaweannya,pekerjaannya
gaweni,membuat
pilpres,pemilihan presiden
gayangmalaysia,ganyang malaysia
pimred,pimpinan redaksi
pinter,pintar
pinteran,lebih pintar
pinternya,pintarnya
gayvid,gay video
gayya,gaya
gbk,gelora bung karno
gblg,goblok
pisan,banget
gblknya,gobloknya
gbr,gambar
piye,bagaimana
gc,gerak cepat
gd,besar
gda,tidak ada
pk,pak
gebukpki,gebuk partai komunis indonesia
pkb,partai kebangkitan bangsa
gede,besar
pke,pakai
pki,partai komunis indonesia
gegara,gara gara
pkibukanindonesia,partai komunis indonesia bukan indonesia
pkiklau,partai komunis indonesia kalau
pkl,pukul
gelangkode,gelang kode
pks,partai keadilan sejahtera
geleme,maunya
planga,plonga
playing,memainkan
playvictim,play victim
gemes,gemas
plg,pulang
pling,paling
pljrn,pelajaran
plk,pendidikan layanan khusus
gendeng,gila
pln,perusahaan listrik negara
plmbng,palembang
gendheng,gila
plongaplo,plonga plongo
plongaplongo,plonga plongo
diketiak,ketiak
pmbangunan,pembangunan
genk,geng
gentlemen,gentleman
pmii,pergerakan mahasiswa islam indonesia
pmpek,pempek
gerakannasionalkedaulatanrakyat,gerakan nasional kedaulatan rakyat
gerakin,menggerakkan
gercep,gerak cepat
googling,google
pndukung,pendukung
pngangguran,pengangguran
getel,gatel
pngebetnya,ngebet
gg,tidak
pngkhianat,pengkhianat
gi,lagi
gihh,gih
gilaaa,gila
gilaaaa,gila
pns,pegawai negeri sipil
pny,punya
pnya,punya
gile,gila
podusen,produsen
gima,bagaimana
pointernya,penunjuknya
gimana,bagaimana
pokoe,pokoknya
gimna,bagaimana
pokonya,pokoknya
gini,begini
ginian,beginian
polda,kepolisian daerah
poling,polling
gitu,begitu
gituan,begitu
gituh,begitu
polres,polisi resor
polri,kepolisian republik indonesia
polsek,kepolisian sektor
gk,tidak
pondokleleaksanacirebon,pondok lele aksana cirebon
gkjw,gereja kristen jawi wetan
glojotan,kelojotan
gmana,bagaimana
gmbi,gerakan masyarakat bawah indonesia
gmn,bagaimana
gmna,bagaimana
ppp,partai persatuan pembangunan
pqdahal,padahal
gmw,tidak mau
gn,begini
gni,begini
goa,gua
goblog,goblok
goblokkkk,goblok
prabowosandi,prabowo sandi
goib,gaib
gombel,gembel
gonna,going to
prayforgazza,pray for gaza
prayforpalastine,pray for palestine
prayforrohingya,pray for rohingya
gosah,tidak usah
goublog,goblok
prcya,percaya
preet,pret
govt,government
gpp,tidak apa apa
presidens,presiden
gps,global positioning system
presidenya,presidennya
prestasli,prestasi
prett,pret
prgi,pergi
pri,pria
pribumu,pribumi
prioriti,prioritas
greja,gereja
gmpang,mudah
gronbrekeng,groundbreaking
prnampilan,penampilan
prnh,pernah
groupnya,grupnya
gruduk,gerebek
grundr,grindr
produktifitas,produktivitas
professional,profesional
gt,begitu
profile,profil
gta,grand theft auto
gtu,begitu
gtuan,begituan
project,proyek
gua,aku
guaa,aku
guak,aku
promote,mempromosikan
gub,gubernur
gubenue,gubernur
gue,aku
provider,penyedia
prri,pemerintahan revolusioner republik indonesia
guoblog,goblok
prtama,pertama
guobloge,gobloknya
guoblokkk,goblok
prustasi,frustrasi
ps,play station
gusdur,gus dur
gusipu,gus ipul
psk,pekerja seks komersial
b,b
psl,pasal
duitnya,uang
psti,pasti
kekeh,ketawa
gw,aku
ptg,penting
ptun,pengadilan tata usaha negara
ptut,patut
pu,punya
puasin,puaskan
ha,apa
pulak,pula
puluhancina,puluhan cina
pupr,pekerjaan umum dan perumahan rakyat
hadeh,aduh
purn,purna
hadehhh,aduh
hadekh,aduh
pusying,pusing
hadeuh,aduh
puser,pusar
hadeuhh,aduh
hadehh,aduh
hadist,hadis
hadits,hadis
haduh,aduh
haduhhh,aduh
i,i
q,aku
hah,ha
hahaa,haha
palingan,paling
hahaah,haha
hahah,haha
hahaha,haha
hahahah,haha
hahahaha,haha
qq,kakak
hahahahaha,haha
quota,kuota
quote,kutipan
quran,alquran
quranku,alquranku
qurban,kurban
rabb,rabi
hahahha,haha
radicals,radikal
hahha,haha
hahhaa,haha
rag,raga
raimu,mukamu
raisin,tidak malu
raiso,tidak bisa
rakyak,rakyat
ramadhan,ramadan
halaah,alah
ramasan,ramadan
rame,ramai
halah,alah
ramenya,ramainya
ham,hak asasi manusia
rapopo,tidak apa apa
hambok,hanbok
rapist,pemerkosa
hancurkanpartaisetan,hancurkan partai setan
hancurkanpks,hancurkan partai keadilan sejahtera
raseneng,tidak suka
hangeng,han geng
rasis,rasisme
hanya,cuma
rausahmundurrausahwedi,tidak perlu mundur tidak perlu takut
hapusmalaysiadariasean,hapus malaysia dari asean
haqq,hakiki
razim,rezim
rb,ribu
rbu,ribu
haramin,haramkan
rdpu,reksadana pasar uang
realitinya,realitanya
realized,menyadari
rebutan,berebut
reflek,refleks
relah,telah
hateindonsia,hate indonesia
rendeman,rendaman
hatters,hater
hauahahaha,haha
hauzid,hazid
hauzminiquiz,haus mini quiz
hay,hai
req,request
hayalan,khayalan
rese,resek
republic,republik
resident,residen
residence,residen
resiko,risiko
hayoo,ayo
hayang,sayang
hayu,ayo
restorannya,restoran
reti,mengerti
retweeted,retweet
hbs,habis
rezimrepresifantiislam,rezim represif anti islam
ri,republik indonesia
hdi,hadi
hdmy,herman deru mawardi yahya
hdp,hidup
ributin,meributkan
hdup,hidup
ridhuan,ridwan
ridwal,ridwan
hahaaa,lucu
rijik,rizieq
rindhu,rindu
hebohin,hebohkan
hee,he
heechul,he decul
heee,eh
heeee,eh
heh,he
hehe,hehe
hehee,hehe
heheh,hehe
hehehe,hehe
rkyt,rakyat
hei,hai
heleh,alah
rmh,rumah
robah,ubah
hello,halo
robbie,robi
roc,rock
heloo,halo
rohingnya,rohingya
helps,help
hensem,handsome
hepi,senang
rosak,rusak
rot,root
rp,rupiah
hestek,tagar
rrc,republik rakyat cina
rs,rumah sakit
rssw,rumah sakit sumber waras
hh,hem
hha,haha
hhaa,haha
hhhhh,haha
hi,hai
hianat,khianat
hidupmahasiswa,hidup mahasiswa
ruu,rancangan undang undang
hiduprakyatindonesia,hidup rakyat indonesia
kebangetan,banget
s,si
hih,ih
hihihi,hihi
hihihihi,hihi
saari,sari
hihihihihi,hihi
hihihihihihi,hihi
hihi,hihi
p,p
hindhu,hindu
sadizzz,sadis
history,histori
hkbp,huria kristen batak protestan
saha,siapa
saik,asyik
saiki,sekarang
sajah,saja
hm,hem
hmm,hem
hmmm,hem
salahbsatu,salah satu
hmpir,hampir
hny,cuma
hnya,cuma
hoaalaaaah,alah
hoak,hoaks
salami,menyalami
hoax,hoaks
salken,salam kenal
hoi,oi
samain,samakan
samapi,sampai
hooh,iya
sambangi,menyambangi
sampe,sampai
sampek,sampai
hp,handphone
hr,hari
hrg,harga
sandirawa,sandiwara
hrp,harap
hrs,harus
hrsnya,seharusnya
hrus,harus
hsl,hasil
ht,hati
hti,hizbut tahrir indonesia
sape,siapa
hua,wow
hub,hubung
saranin,menyarankan
sarankan,menyarankan
sare,tidur
huehue,hehe
huekekekek,hehe
huft,duh
hukm,hukum
saudaraan,bersaudara
hutang,utang
savekpk,save komisi pemberantasan korupsi
huuuft,duh
saverohingya,save rohingya
huuuuuuuu,huh
saweranjateng,saweran jawa tengah
iaa,iya
ibukota,ibu kota
icmi,ikatan cendekiawan muslim indonesia
sayapnya,sayapnya
icymi,in case you missed it
sbagai,sebagai
idea,ide
idih,weh
sbb,sebab
idol,idola
idolnya,idolanya
sbelom,sebelum
sbelum,sebelum
sbg,sebagai
sbgai,sebagai
idup,hidup
ied,idulfitri
sblm,sebelum
ig,instagram
sblum,sebelum
sblumnya,sebelumnya
ihh,ih
sbnrnya,sebenarnya
ii,ih
iih,ih
sby,susilo bambang yudhoyono
ijin,izin
ijinkan,izinkan
ijo,hijau
ijp,imbal jasa penjaminan
scr,secara
screenshot,screenshoot
screenshotan,hasil screenshoot
scren,layar
sd,sekolah dasar
iki,ini
iklanahokjahat,iklan ahok jahat
sdah,sudah
sdg,sedang
sdh,sudah
ilang,hilang
sdr,sadar
sdra,saudara
sdri,saudari
ilc,indonesia lawyers club
ilatmu,lidahmu
ilcjokowiprabowoberbalaspantun,indonesia lawyers club prabowo berbalas pantun
ilcprabowomenyerang,indonesia lawyers club prabowo menyerang
ilike,i like
ilmah,ilmiah
iluni,ikatan alumni universitas indonesia
im,i am
seandai,seandainya
search,cari
sebaga,sebagai
sebagi,sebagian
sebel,kesal
sebenar,sebenarnya
sebenernya,sebenarnya
sebenranya,sebenarnya
seberapapun,berapapun
seberulnya,sebenarnya
sebetulnya,sebenarnya
ina,indonesia
seblum,sebelum
kulitku,kulit
sebutin,sebutkan
secepetnya,secepatnya
ind,indonesia
sedara,sedarah
indek,indeks
independen,bebas
sedulur,saudara
indiehome,indihome
indo,indonesia
sedulurngajikotabatu,saudara mengaji kota batu
sedulurngajijombang,saudara mengaji jombang
seekali,sekali
indochina,indonesia china
segala,segala
indon,indonesia
indoneisia,indonesia
indones,indonesia
indonesiaa,indonesia
seh,sih
sehak,sehat
mbaknya,kakak
seinget,seingat
sejahterakn,sejahterakan
indonesiakuasaifreeport,indonesia kuasai freeport
sekarng,sekarang
sekebon,sekebun
sekedar,sekadar
indons,indonesia
sekjenya,sekretariat jenderalnya
j,j
sekola,sekolah
sekolaan,sekolahan
sekrang,sekarang
selaen,selain
inget,ingat
ingetanku,ingatanku
selamatkenhutan,selamatkan hutan
selametan,selamatan
selapajang,selapangan
selebgram,selebriti instagram
ingris,inggris
ingt,ingat
selesei,selesai
selfie,swafoto
inibaruwow,ini baru wow
selkulit,sel kulit
initi,inti
injek,injak
semalem,semalam
inpres,instruksi presiden
inshaallah,insyaallah
h,harus
insidentil,insidental
instant,instan
insyaallah,insyaallah
sempa,sempat
intelejen,intelijen
semprulllll,semprul
semwa,semua
inusgelo,inus gila
invest,investasi
sendir,sendiri
ipk,indeks prestasi kumulatif
ips,ilmu pengetahuan sosial
iq,intelligence quotient
seneng,senang
sensi,sensitif
isa,bisa
iseas,institute of southeast asian studies
seorg,seorang
separo,separuh
isla,islam
islami,islam
islamituramahbukanmarah,islam itu ramah bukan marah
seprt,seperti
seprti,seperti
sept,september
iso,bisa
serching,searching
serem,seram
issu,isu
issue,isu
israil,izrail
israhell,israel hell
istighfar,istigfar
seriuus,serius
istiqomah,istikamah
sesek,sesak
isyu,isu
isue,issue
sesuatunya,sesuatu
item,hitam
setau,sepengetahuan
itung,hitung
setelahnya,setelahnya
itungan,hitungan
ituuu,itu
settingan,setingan
iyaa,iya
setujuu,setuju
iyo,iya
iyoo,iya
iyup,iya
iyuuhhh,ih
sgt,sangat
sgtu,sebegitu
sgtunya,segitunya
shah,sah
shalat,salat
jad,jadi
shameonyou,shame on you
jadiin,jadikan
shameonyoumalaysia,shame on you malaysia
shameonyousaddiq,shame on you saddiq
shameonyousyedsaddiq,shame on you syed saddiq
jahahaha,haha
jahatin,menjahati
jahiliah,jahiliyah
jahudi,yahudi
shg,sehingga
jakartabanjir,jakarta banjir
shm,sertifikat hak milik
sholat,salat
sholatin,disalatkan
jaman,zaman
sholeh,saleh
jamannya,zamannya
jan,jangan
jancik,jancuk
jancok,jancuk
si,sih
sia,kamu
jancoooookkk,jancuk
jande,janda
siaap,siap
jangnlan,janganlah
siape,siapa
siapepun,siapapun
siapin,siapkan
jarot,djarot
jasat,jasad
sib,sip
jateng,jawa tengah
jasmev,jokowi ahok social media volunteer
jatim,jawa timur
jatohnya,jatuhnya
sidangahok,sidang ahok
sifit,sipit
signal,sinyal
jawapos,jawa pos
jd,jadi
jdi,jadi
jdkan,jadikan
sihhhh,sih
jdnya,jadinya
je,saja
jebleh,jablay
jeksen,jackson
jela,sajalah
silahkan,silakan
jelekin,menjelekkan
jelekkan,menjelekkan
silaturahim,silaturahmi
jenderal,jendral
jendral,jenderal
sindroma,sindrom
singapore,singapura
singapur,singapura
jeplak,jiplak
sipenista,si penista
jesus,yesus
sipitin,sipit
jg,juga
jga,juga
sireena,si reena
jgn,jangan
sisan,sekalian
jgnkorupsi,jangan korupsi
situ,kamu
jiahahahhh,jiah
jiamput,jembut
sj,saja
jiji,jijik
sk,surat keputusan
skak,sekak
skali,sekali
skaligus,sekaligus
jingan,jangan
skarang,sekarang
skck,surat keterangan catatan kepolisian
jjkp,jomlo jablay kebelet pacaran
skg,sekarang
jk,kalau
jka,kalau
skli,sekali
sklinya,sekalinya
jkt,jakarta
jkw,jokowi
sko,surat keputusan otorisasi
skr,sekarang
skrg,sekarang
skrng,sekarang
jln,jalan
jls,jelas
jmn,zaman
slah,salah
slain,selain
slalu,selalu
slama,selama
jng,jangan
jngn,jangan
slamet,selamat
jngan,jangan
slepet,kepret
jogja,yogyakarta
slga,alga
slh,salah
sll,selalu
slm,salam
slma,selama
jokahok,jokowi ahok
jokopret,jokowi kampret
jokowiagain,jokowi lagi
sluruh,seluruh
jokowiajakmasyarakatoptimistis,jokowi ajak masyarakat optimis
sm,sama
jokowiajakulamasejukkanpilkada,jokowi ajak ulama sejukkan pilkada
sma,sama
jokowicakimin,jokowi cak imin
smakin,semakin
smart,pintar
jokowiend,jokowi end
jokowikunkerjabar,jokowikunjungan kerja jawa barat
jokowimundur,jokowi mundur
smg,semoga
smga,semoga
jokowiradikal,jokowi radikal
jokowisayangipapua,jokowi sayangi papua
smkin,semakin
jokowiturun,jokowi turun
jolowi,jokowi
jombangemerlap,jombang gemerlap
smoga,semoga
smp,sampai
jombi,zombi
jomblo,jomlo
jorokin,jorokkan
smua,semua
sna,sana
sndiri,sendiri
sndri,sendiri
snek,makanan ringan
jt,juta
jualin,jualkan
sngt,sangat
soale,soalnya
judisial,yudisial
jug,juga
society,masyarakat
socmed,media sosial
sodar,saudara
sodara,saudara
jugak,juga
sodaranya,saudaranya
juha,juga
sodorin,sodori
jumaat,jumat
june,juni
junjunanmu,junjunganmu
solat,salat
junjunganya,junjungannya
soleh,saleh
solvability,solvabilitas
juve,juventus
jwb,jawab
sono,sana
jyjyk,jijik
ka,kakak
sooman,soo man
sooo,jadi
sopo,siapa
sorang,seorang
sorga,surga
sorry,maaf
sory,maaf
sosayeti,masyarakat
sosmed,media sosial
sotooooy,sok tahu
kabeh,semua
sotoy,sok tahu
kabehmakmur,semua makmur
kabehsedulur,semua bersaudara
sparatis,separatis
kabuuurr,kabur
kacamat,kacamata
special,spesial
kachung,kacung
kacian,kasihan
spemkiirannya,sepemikiranya
sperti,seperti
sportifitas,sportivitas
kafirin,kafirkan
kafr,kafir
kaga,tidak
sprti,seperti
sprtinya,sepertinya
spsi,serikat pekerja seluruh indonesia
spt,seperti
kagak,tidak
sprt,seperti
kai,kamu
spti,seperti
kahwinkanlah,kawinkanlah
kak,kakak
kaka,kakak
kakean,kebanyakan
kalbar,kalimantan barat
kale,kali
staguf,staquf
statement,pernyataan
statust,status
kalii,kali
kaliiii,kali
kalik,kali
stelah,setelah
kalo,kalau
stiap,setiap
kalopun,kalaupun
kalu,kalau
stlh,setelah
stock,persediaan
stoke,strok
kam,kamu
stopkriminalisasiulama,stop kriminalisasi ulama
kamfret,kampret
stoptkachina,stop tenaga kerja asing cina
story,cerita
kamibersamaulama,kami bersama ulama
stress,stres
stu,satu
stuju,setuju
stupid,bodoh
kampreet,kampret
subeye,susilo bambang yudhoyono
subeyers,pengikut susilo bambang yudhoyono
kampreters,kampreter
kamprett,kampret
kampretzz,kampret
kamprey,kampret
kamvret,kampret
kang,kakak
sueeeee,suek
suharto,soeharto
suju,super junior
suk,suka
sukak,suka
sukamwati,sukmawati
kant,kan
kantaibanget,kan tai banget
sukarno,soekarno
kao,kamu
sukmawati,sukmawati
kapir,kafir
kapirin,kafir
kapirun,kafir
kapolda,kepala polisi daerah
kapolri,kepala kepolisian negara republik indonesia
sukuran,syukuran
suliddddd,sulit
sulsel,sulawesi selatan
sulteng,sulawesi tengah
sumatra,sumatera
karna,karena
karo,sama
sumpahpemuda,sumpah pemuda
sumsel,sumatera selatan
sumut,sumatera utara
kasi,kasih
kasian,kasihan
sundel,sundal
kasib,kasih
kasn,komisi aparatur sipil negara
suply,supply
surambray,suram bro
katain,ejek
suru,suruh
surveynya,survei
katawarganet,kata warganet
suudzon,suuzan
kau,kamu
kaun,kaum
sweping,sweeping
kaw,kamu
swt,subhanahu wa taala
sy,aku
sya,aku
kawe,tiruan
kayanya,sepertinya
syantik,cantik
kayk,kayak
kbakaran,kebakaran
kbanyakan,kebanyakan
syariah,syariat
syarwan,seriawan
syaykhunaa,syaikhuna
syetan,setan
kbnyakan,kebanyakan
kbr,kabar
syi,syiah
syihaab,shihab
syihab,shihab
syndrome,sindrom
syp,siapa
kearah,ke arah
kebany,kebanyakan
kebanyakkan,kebanyakan
tabligh,tablig
kebanyakn,kebanyakan
tadz,ustaz
kebayang,terbayang
tae,tai
taeeekkk,tai
taek,tai
taekkk,tai
taekkkkkk,tai
kebhinekaan,kebinekaan
kebhinnekaan,kebinekaan
tahanpenista,tahan penista
kebijakam,kebijakan
tahunya,tahunnya
kebongkar,terbongkar
taiiii,tai
taiiiii,tai
taik,tai
kebusukab,kebusukan
taikers,tai
kec,kecamatan
taj,tai
kecebobg,kecebong
tak,tidak
keciduk,terciduk
takbirallauakbar,takbir allahu akbar
takleh,tidaklah
kecoa,kecoak
kedalam,ke dalam
takuut,takut
kedepan,ke depan
talking,membicarakan
kegaduan,kegaduhan
tampol,tabok
kegoblokkan,kegoblokan
tancep,tancap
tandatangan,tanda tangan
tandatangani,tanda tangani
kehid,kehidupan
tanggepin,tanggapi
keinjek,terinjak
keinj,terinjak
tangkep,tangkap
kek,seperti
kekiri,ke kiri
keknya,sepertinya
tanyain,tanyakan
taon,tahun
tapiiii,tetapi
kelar,selesai
kelaut,ke laut
kelen,kalian
tariff,tarif
taqwa,takwa
keliatan,kelihatan
kelojotan,kelojotan
kelolah,kelola
tauk,tahu
taun,tahun
tauuu,tahu
kemaren,kemarin
kembalika,kembalikan
kembalikanmediaislam,kembalikan media islam
kemen,kementerian
kemenag,kementerian agama
kemenagama,kementerian agama
tbh,sejujurnya
kemendes,kementerian pedesaan
kemendikbud,kementerian pendidikan dan kebudayaan
kemendikbudnya,kementerian pendidikan dan kebudayaan
td,tadi
tdak,tidak
tdi,tadi
tdk,tidak
kemensos,kementerian sosial
kementrian,kementerian
keminter,sok pintar
team,tim
kemudahaan,kemudahan
tebellah,tebal lah
kemuncylannya,kemunculannya
tee,trans esophageal echocardiografi
kenape,kenapa
kenceng,kencang
kencink,kencing
kenyataannya,kenyataanya
telek,tai
telibat,terlibat
telpon,telepon
kepeleset,kepleset
keperpihakan,keberpihakan
kepo,ingin tahu
temen,teman
kepseknya,kepala sekolahnya
temennya,temannya
tenan,benaran
tenggelamkanpdip,tenggelamkan partai demokrasi indonesia perjuangan
tenggelemin,tenggelamkan
kerena,karena
tengok,lihat
kerjaan,pekerjaan
kerjaanya,kerjaannya
kerjasama,kerja sama
tepokjidat,tepuk jidat
teraflisiasi,terafiliasi
kerumah,ke rumah
terangkanpon,terangkan pon
kesel,kesal
terbukt,terbukti
kesian,kasihan
tercydux,terciduk
terfikir,terpikir
ketauan,ketahuan
ketawa,tertawa
ketawain,mentertawakan
teriakin,teriaki
ketebelece,katebelece
teriakkan,teriakan
terimakasih,terima kasih
terjdi,terjadi
terkhir,terakhir
ketuker,tertukar
ketulang,ke tulang
ketum,ketua umum
ternakin,ternak
ternyta,ternyata
kgb,korban galau berat
kgk,tidak
terorist,teroris
khan,kan
terroris,teroris
khatab,khattab
khatolik,katolik
khbisan,kehabisan
khe,hehe
teru,terus
khofifahemiljatimsatu,khofifah emil jawa timur satu
terurama,terutama
khonghucu,konghucu
khulafur,khulafaur
khusskn,khususkan
terxium,tercium
khutbahnya,khotbahnya
test,tes
kibulin,bohongi
teta,tetap
kieu,seperti ini
kih,koalisi indonesia hebat
tetapjokowi,tetap jokowi
killafah,khilafah
kilafah,khilafah
kimakkk,kimak
kimjiy,kimcil
kirain,kiraan
teteeeppp,tetap
tetep,tetap
tetiba,tiba tiba
teu,tidak
kitakita,kita kita
tgb,tuan guru bajang
kiyayi,kiai
kjadian,kejadian
kk,kakak
tgl,tanggal
tgk,tegak
tgn,tangan
kkkkkkkkkkkkkk,wkwk
th,tahun
kl,kalau
than,tahan
klau,kalau
klean,kalian
kleb,klub
thd,terhadap
klian,kalian
kliatan,kelihatan
theorikal,theoretical
things,berpikir
thn,tahun
klo,kalau
thr,tunjangan hari raya
klompok,kelompok
klompotan,komplotan
thu,tahu
klopun,kalaupun
tiap,setiap
kluar,keluar
kluarga,keluarga
kluarin,keluarkan
klw,kalau
tidk,tidak
tidka,tidak
kmaren,kemarin
tiker,tikar
kmren,kemarin
kmrin,kemarin
kmrn,kemarin
timteng,timur tengah
kmu,kamu
timses,tim sukses
kn,kan
knapa,kenapa
tingggi,tinggi
tinggkahnya,tingkahnya
tingkalakunya,tingkah lakunya
knjngi,kunjungi
kno,know
tiori,teori
knp,kenapa
tipi,televisi
knpa,kenapa
tipiwan,tvone
kntl,kontol
kntr,kantor
ko,kok
tka,tenaga kerja asing
tkacinatakterkendali,tenaga kerja asing cina tidak terkendali
tki,tenaga kerja indonesia
koe,kamu
kofar,kafir
kog,kok
tl,lini masa
tlah,telah
tlg,tolong
tlh,telah
kolektiv,kolektif
kolojengking,kalajengking
tmbh,tambah
tmii,taman mini indonesia indah
tmn,teman
